invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I177664,C233697,Cosmetics,3,5840.91,16-06-2022,Kanyon
I278519,C129976,Technology,3,9037.88,24-09-2022,Cevahir AVM
I160636,C812053,Cosmetics,4,293.31,04-04-2022,Metropol AVM
I306136,C324783,Food & Beverage,1,3389.67,18-10-2022,Metrocity
I240224,C281502,Food & Beverage,1,9841.6,16-10-2021,Mall of Istanbul
I227030,C433234,Clothing,4,3772.05,17-05-2021,Istinye Park
I258204,C167183,Clothing,1,1722.57,03-02-2023,Emaar Square Mall
I231070,C311195,Clothing,5,1942.03,15-11-2022,Forum Istanbul
I434983,C107399,Souvenir,2,1677.02,29-07-2021,Istinye Park
I326925,C992967,Toys,4,673.82,17-07-2021,Kanyon
I183840,C246719,Clothing,1,2143.89,08-03-2022,Viaport Outlet
I533184,C220859,Shoes,5,2691.82,22-09-2022,Zorlu Center
I735039,C285422,Clothing,1,6225.59,01-08-2022,Metropol AVM
I319997,C217049,Clothing,5,1533.97,03-04-2021,Istinye Park
I228150,C141094,Clothing,5,5835.77,21-11-2021,Zorlu Center
I215373,C310628,Clothing,5,3216.08,17-09-2021,Kanyon
I275695,C297711,Books,5,3778.68,09-08-2022,Mall of Istanbul
I107255,C211354,Souvenir,1,3900.2,08-09-2021,Metrocity
I301538,C281864,Food & Beverage,4,5634.21,08-10-2021,Mall of Istanbul
I119469,C234177,Clothing,1,4585.11,03-03-2021,Metropol AVM
I678313,C335822,Clothing,4,7810.05,26-12-2021,Zorlu Center
I264491,C107261,Cosmetics,5,5231.29,13-02-2023,Metropol AVM
I177957,C653357,Clothing,4,1572.02,04-07-2021,Cevahir AVM
I188384,C327084,Clothing,1,2768.79,26-01-2021,Istinye Park
I527111,C218706,Food & Beverage,2,4297.63,05-10-2022,Metropol AVM
I152252,C321931,Books,5,194.88,05-04-2021,Mall of Istanbul
I131076,C403983,Souvenir,2,5870.05,27-03-2021,Metrocity
I151031,C137912,Souvenir,5,5450.26,21-11-2022,Mall of Istanbul
I638444,C229733,Shoes,2,3494.6,21-02-2022,Metropol AVM
I884439,C304835,Toys,4,6138.2,22-08-2022,Kanyon
I381853,C124933,Cosmetics,3,4103.36,06-12-2022,Emaar Square Mall
I104404,C111115,Shoes,3,6762.71,25-03-2021,Kanyon
I926542,C248988,Toys,1,2919.03,05-03-2021,Kanyon
I263473,C162574,Shoes,3,8065.27,02-08-2021,Kanyon
I177317,C331880,Food & Beverage,4,5683.72,16-04-2021,Mall of Istanbul
I941223,C291911,Clothing,5,5833.38,03-02-2023,Emaar Square Mall
I323436,C153958,Food & Beverage,5,2937.31,06-05-2022,Kanyon
I245250,C125209,Shoes,1,1979.3,05-02-2022,Mall of Istanbul
I589196,C320640,Toys,1,1426.05,01-12-2022,Mall of Istanbul
I241028,C803666,Clothing,2,6123.3,16-12-2021,Emaar Square Mall
I846943,C134691,Cosmetics,4,3617.74,06-01-2023,Mall of Istanbul
I131492,C729802,Food & Beverage,3,6721.43,08-12-2021,Kanyon
I252340,C252250,Food & Beverage,5,3015.9,23-02-2021,Mall of Istanbul
I571614,C208545,Souvenir,4,9930.35,07-01-2022,Istinye Park
I269945,C310975,Food & Beverage,1,566.37,14-02-2022,Kanyon
I293115,C109758,Clothing,2,6763.72,20-05-2022,Viaport Outlet
I180632,C214463,Clothing,1,4255.38,15-10-2021,Istinye Park
I946433,C387164,Technology,4,7580.36,02-02-2023,Kanyon
I557864,C135196,Clothing,1,4255.24,09-11-2021,Mall of Istanbul
I721903,C284031,Food & Beverage,2,2499.62,09-01-2023,Mall of Istanbul
I995914,C259260,Technology,3,7952.36,22-11-2021,Metrocity
I423124,C109593,Clothing,1,7513.71,07-01-2023,Metrocity
I318626,C270238,Cosmetics,3,3216.13,23-09-2022,Istinye Park
I284431,C308978,Technology,4,3924.51,24-06-2022,Metropol AVM
I334469,C221607,Toys,5,5564.19,04-07-2021,Kanyon
I568785,C115148,Food & Beverage,5,8203.74,23-08-2021,Metropol AVM
I307376,C253248,Food & Beverage,5,4661.48,11-08-2022,Metrocity
I136509,C290760,Cosmetics,4,7438.96,02-08-2021,Mall of Istanbul
I194798,C258089,Technology,2,1294.56,07-07-2022,Mall of Istanbul
I236520,C222102,Toys,3,2069.14,13-02-2022,Viaport Outlet
I295482,C209440,Shoes,3,7903.18,17-10-2022,Zorlu Center
I472275,C203263,Cosmetics,4,3346.82,14-11-2022,Metrocity
I301404,C232103,Clothing,3,626.08,24-03-2021,Cevahir AVM
I100487,C213360,Cosmetics,4,6075.8,19-02-2021,Kanyon
I206026,C225105,Books,1,323.11,12-11-2022,Forum Istanbul
I332620,C158124,Cosmetics,2,6200.97,13-04-2021,Mall of Istanbul
I434161,C246484,Clothing,2,433.79,03-05-2021,Metropol AVM
I166306,C197019,Clothing,3,8724.2,24-04-2022,Viaport Outlet
I207389,C947114,Clothing,3,9589.15,17-12-2022,Kanyon
I237018,C115431,Food & Beverage,4,4647.75,19-11-2022,Mall of Istanbul
I246114,C266394,Toys,5,7342.13,22-09-2022,Metropol AVM
I216889,C122371,Clothing,2,2264.87,16-03-2022,Mall of Istanbul
I137065,C736428,Food & Beverage,4,2419.03,01-01-2022,Mall of Istanbul
I284262,C127339,Food & Beverage,3,2312.78,23-07-2021,Kanyon
I154122,C164662,Cosmetics,1,9385.99,22-12-2021,Metrocity
I950429,C248884,Cosmetics,2,9469.88,09-03-2022,Kanyon
I499170,C100684,Toys,1,4892.48,20-02-2022,Kanyon
I253083,C240688,Clothing,2,6556.95,14-11-2021,Metrocity
I508173,C246364,Cosmetics,3,4206.32,23-01-2022,Metropol AVM
I763131,C195413,Clothing,5,7477.69,16-01-2021,Mall of Istanbul
I149766,C197308,Cosmetics,3,1216.36,02-04-2022,Mall of Istanbul
I702817,C264767,Books,5,8606.34,16-10-2022,Kanyon
I208491,C299172,Clothing,1,4838.72,18-01-2023,Kanyon
I337030,C994327,Food & Beverage,2,1256.02,27-09-2022,Metrocity
I312041,C337644,Clothing,2,4089.57,31-01-2022,Mall of Istanbul
I150629,C175449,Clothing,3,906.63,10-12-2022,Kanyon
I197620,C249092,Food & Beverage,2,3004.03,08-04-2022,Metrocity
I730771,C432132,Clothing,5,6106.63,05-08-2022,Metrocity
I873382,C289802,Shoes,4,3187.84,07-01-2023,Metrocity
I637675,C194330,Clothing,4,6530.01,28-06-2021,Kanyon
I153278,C127945,Toys,2,4730.91,04-06-2022,Mall of Istanbul
I842493,C202057,Clothing,3,2677.33,25-07-2021,Mall of Istanbul
I156991,C315209,Food & Beverage,2,546.61,14-02-2021,Emaar Square Mall
I722730,C323605,Souvenir,2,7883.1,28-07-2022,Kanyon
I299533,C282395,Food & Beverage,3,2284.92,09-09-2022,Kanyon
I187160,C109491,Shoes,5,253.08,19-03-2022,Kanyon
I101832,C261194,Cosmetics,3,7137.53,25-12-2022,Kanyon
I943403,C232330,Toys,1,6727.64,20-09-2022,Mall of Istanbul
I454983,C737782,Souvenir,5,8936.97,12-04-2022,Mall of Istanbul
I338302,C123201,Cosmetics,4,1022.79,03-10-2021,Viaport Outlet
I328822,C230641,Food & Beverage,3,42.48,13-06-2022,Metrocity
I168181,C805154,Clothing,3,7092.87,01-07-2021,Metrocity
I108543,C330021,Clothing,5,7982.1,08-07-2022,Viaport Outlet
I120615,C107668,Toys,2,5178.3,02-02-2022,Istinye Park
I248840,C209722,Clothing,3,7674.5,10-11-2022,Mall of Istanbul
I283774,C210614,Toys,1,3220.03,01-01-2023,Istinye Park
I212305,C212378,Books,1,4283.78,06-11-2021,Emaar Square Mall
I111228,C313586,Clothing,1,6815.81,09-04-2021,Kanyon
I230558,C292604,Cosmetics,2,8093.74,31-07-2021,Kanyon
I130124,C216257,Clothing,3,8039.18,15-08-2022,Viaport Outlet
I221797,C272779,Food & Beverage,3,651.19,24-08-2021,Metrocity
I154490,C100507,Clothing,5,9249.36,24-01-2022,Mall of Istanbul
I159376,C190072,Food & Beverage,2,6474.07,14-06-2022,Metropol AVM
I214545,C111827,Souvenir,4,4273.92,05-12-2021,Metropol AVM
I213589,C203955,Technology,2,4869.04,12-10-2021,Viaport Outlet
I101148,C680169,Cosmetics,4,4388.65,21-04-2022,Cevahir AVM
I186663,C281091,Toys,1,4951.43,24-06-2021,Kanyon
I291062,C209122,Cosmetics,4,9823.55,05-03-2023,Kanyon
I103389,C231964,Cosmetics,1,3615.41,09-05-2021,Kanyon
I140596,C291641,Cosmetics,2,2608.24,11-09-2021,Metrocity
I115322,C315386,Food & Beverage,1,1275.77,01-10-2021,Forum Istanbul
I273800,C290158,Cosmetics,2,5398.65,01-08-2021,Mall of Istanbul
I384332,C226218,Cosmetics,1,8909.43,04-09-2021,Metrocity
I268628,C633946,Cosmetics,3,4753.08,21-05-2021,Mall of Istanbul
I146305,C118742,Food & Beverage,2,4199.89,11-07-2022,Kanyon
I648743,C218295,Shoes,5,8597.59,02-01-2023,Mall of Istanbul
I148083,C636874,Cosmetics,5,2063.32,29-06-2021,Istinye Park
I733806,C310472,Food & Beverage,4,5512.32,21-03-2021,Metropol AVM
I214007,C119440,Toys,4,7282.57,25-03-2022,Metrocity
I480974,C230305,Food & Beverage,2,3065.47,10-05-2021,Mall of Istanbul
I126095,C197131,Food & Beverage,5,3162.11,24-03-2022,Metropol AVM
I100033,C278721,Food & Beverage,4,5525.08,19-10-2021,Zorlu Center
I265860,C247868,Food & Beverage,4,5682.32,15-03-2022,Mall of Istanbul
I512570,C834257,Souvenir,4,9662.63,24-11-2022,Metrocity
I118757,C242041,Clothing,1,7111.02,21-07-2022,Kanyon
I313516,C892871,Books,4,6988.67,29-03-2021,Metrocity
I223795,C280596,Clothing,3,4990.5,26-12-2022,Metrocity
I254341,C703073,Food & Beverage,2,3643.77,21-01-2023,Metropol AVM
I273435,C282097,Food & Beverage,4,8214.58,06-11-2021,Emaar Square Mall
I127616,C179726,Books,5,5751.11,12-12-2021,Kanyon
I893043,C838282,Clothing,5,5894.36,11-11-2022,Kanyon
I295712,C181939,Food & Beverage,2,5766.41,25-06-2022,Mall of Istanbul
I162565,C755148,Clothing,2,9554.03,04-07-2022,Istinye Park
I300520,C282107,Books,3,4991.39,02-02-2023,Metrocity
I149473,C102560,Clothing,3,4750.79,30-01-2021,Kanyon
I936118,C229670,Food & Beverage,3,6972.83,19-02-2023,Istinye Park
I242648,C269986,Food & Beverage,1,4866.65,22-06-2022,Metrocity
I725938,C191300,Cosmetics,3,5302.59,16-10-2022,Metropol AVM
I299480,C167158,Shoes,2,5177.42,09-12-2022,Metrocity
I134272,C318225,Toys,1,794.37,01-12-2022,Metropol AVM
I128518,C101108,Shoes,1,4050.56,06-09-2021,Mall of Istanbul
I293208,C103073,Shoes,1,6460.12,07-02-2022,Mall of Istanbul
I332003,C299787,Cosmetics,2,1463.9,16-12-2021,Cevahir AVM
I251779,C555827,Toys,5,5389.33,12-03-2022,Zorlu Center
I334155,C992695,Books,3,2836.65,15-12-2022,Viaport Outlet
I724379,C178176,Clothing,1,7956.19,26-12-2021,Metropol AVM
I843249,C211245,Cosmetics,4,8071.92,04-01-2021,Kanyon
I292746,C139231,Clothing,5,9231.0,27-04-2022,Viaport Outlet
I230701,C339339,Clothing,2,9852.47,19-02-2023,Emaar Square Mall
I230983,C321993,Clothing,1,7445.72,02-03-2023,Kanyon
I313187,C226519,Souvenir,4,8665.55,28-01-2021,Kanyon
I206607,C715684,Clothing,1,4114.32,19-06-2021,Kanyon
I323928,C328195,Cosmetics,3,3316.51,16-07-2021,Cevahir AVM
I374693,C284366,Food & Beverage,2,2190.75,03-11-2021,Istinye Park
I318521,C354398,Clothing,5,6790.04,16-11-2021,Mall of Istanbul
I222827,C317063,Clothing,3,4306.66,27-11-2022,Mall of Istanbul
I649554,C156360,Toys,3,4005.14,02-08-2021,Kanyon
I111055,C474896,Technology,1,1073.68,26-08-2022,Mall of Istanbul
I570709,C140082,Shoes,1,7029.0,08-09-2021,Cevahir AVM
I251307,C240510,Shoes,1,444.81,01-01-2022,Mall of Istanbul
I117277,C292758,Clothing,1,8777.79,11-01-2023,Istinye Park
I240824,C222262,Clothing,5,1053.19,28-08-2021,Mall of Istanbul
I135134,C130016,Cosmetics,1,3445.9,01-03-2021,Metrocity
I222401,C305749,Food & Beverage,5,3328.88,22-05-2021,Viaport Outlet
I263185,C316261,Clothing,5,7479.69,09-03-2021,Kanyon
I311849,C178487,Technology,5,6754.46,21-04-2021,Cevahir AVM
I137332,C205731,Shoes,4,7528.23,03-05-2021,Istinye Park
I319596,C171122,Technology,1,379.78,13-01-2022,Istinye Park
I632642,C266021,Souvenir,5,7183.12,12-03-2022,Mall of Istanbul
I127930,C576719,Clothing,1,808.02,15-11-2022,Kanyon
I258931,C254022,Cosmetics,3,9466.45,20-10-2021,Emaar Square Mall
I230411,C121489,Cosmetics,5,4646.86,30-09-2021,Mall of Istanbul
I136610,C211545,Cosmetics,4,2161.19,31-01-2021,Mall of Istanbul
I234673,C245349,Food & Beverage,4,7907.73,08-07-2021,Metropol AVM
I138615,C644605,Clothing,5,6001.65,07-10-2021,Kanyon
I116541,C293936,Toys,2,3061.46,09-07-2021,Viaport Outlet
I332971,C387282,Shoes,4,5010.98,13-01-2021,Istinye Park
I786653,C405837,Shoes,1,2579.08,20-07-2022,Mall of Istanbul
I115338,C193298,Clothing,3,2660.02,01-09-2021,Emaar Square Mall
I201131,C363987,Clothing,1,3426.43,25-10-2022,Cevahir AVM
I328046,C995929,Cosmetics,3,3157.04,17-06-2022,Mall of Istanbul
I153790,C236969,Cosmetics,1,8536.0,09-05-2021,Viaport Outlet
I251311,C145797,Shoes,4,5643.6,29-04-2022,Emaar Square Mall
I326582,C241450,Clothing,3,3421.92,09-11-2021,Metrocity
I474661,C196296,Cosmetics,5,7496.18,08-10-2021,Mall of Istanbul
I160638,C306908,Clothing,2,2321.09,29-05-2022,Kanyon
I437948,C141984,Food & Beverage,5,1344.96,22-08-2022,Metrocity
I282321,C720642,Food & Beverage,1,2283.62,16-11-2022,Kanyon
I707747,C270638,Souvenir,5,3110.85,17-08-2022,Kanyon
I158486,C858536,Food & Beverage,3,9952.37,10-02-2023,Istinye Park
I224933,C289573,Cosmetics,2,5444.16,20-01-2021,Kanyon
I164873,C122094,Books,4,6748.1,19-05-2022,Metrocity
I325555,C162986,Technology,4,2393.05,30-01-2023,Metrocity
I325396,C271881,Food & Beverage,5,3475.4,25-02-2021,Istinye Park
I280155,C214260,Toys,5,6345.07,18-12-2022,Mall of Istanbul
I156562,C209210,Cosmetics,4,4906.88,16-07-2022,Metrocity
I332361,C296477,Clothing,3,7614.26,18-01-2022,Kanyon
I317628,C134069,Food & Beverage,3,1060.66,11-09-2021,Mall of Istanbul
I907952,C241442,Clothing,2,3044.64,07-08-2022,Metropol AVM
I281621,C312418,Food & Beverage,4,3774.65,31-01-2021,Kanyon
I289841,C127004,Food & Beverage,1,2191.74,15-07-2021,Cevahir AVM
I335087,C198868,Books,5,6369.47,16-10-2021,Kanyon
I239889,C173860,Clothing,1,4242.74,29-03-2021,Mall of Istanbul
I742907,C186098,Clothing,1,5643.68,22-09-2021,Metropol AVM
I271714,C285261,Toys,1,306.49,20-03-2021,Emaar Square Mall
I457421,C214662,Cosmetics,4,6151.73,28-08-2022,Kanyon
I246390,C163444,Clothing,4,4201.37,03-06-2022,Metropol AVM
I179338,C533520,Shoes,2,9621.54,27-03-2021,Istinye Park
I254528,C339565,Cosmetics,4,716.25,04-11-2021,Mall of Istanbul
I299925,C202977,Clothing,2,8522.76,11-08-2021,Mall of Istanbul
I321373,C237063,Food & Beverage,5,7077.04,05-08-2022,Zorlu Center
I966684,C108497,Toys,4,7297.65,02-10-2022,Mall of Istanbul
I726807,C219299,Clothing,4,7495.0,30-12-2022,Viaport Outlet
I333100,C247547,Clothing,5,7582.51,05-01-2022,Mall of Istanbul
I207643,C190917,Toys,1,1507.01,28-02-2022,Mall of Istanbul
I647207,C337220,Clothing,2,262.11,10-11-2022,Kanyon
I330964,C217919,Shoes,2,4799.77,29-11-2022,Metropol AVM
I237324,C112544,Toys,1,2367.01,21-08-2021,Forum Istanbul
I269825,C168912,Food & Beverage,3,869.64,29-06-2021,Mall of Istanbul
I305024,C279747,Clothing,4,9170.12,07-07-2021,Kanyon
I223568,C249401,Toys,2,743.21,27-08-2022,Istinye Park
I194268,C128618,Souvenir,5,3108.19,26-02-2023,Metropol AVM
I155448,C182105,Shoes,1,7807.62,27-12-2021,Mall of Istanbul
I205336,C331127,Cosmetics,1,1333.44,01-02-2023,Istinye Park
I171351,C286564,Souvenir,1,3878.65,10-02-2022,Kanyon
I249223,C188064,Clothing,2,4769.68,31-01-2021,Mall of Istanbul
I258001,C293329,Cosmetics,4,5904.3,25-11-2021,Kanyon
I231029,C113739,Clothing,4,588.8,18-01-2023,Istinye Park
I163202,C836254,Clothing,3,1178.48,15-03-2021,Mall of Istanbul
I169427,C245894,Clothing,5,4798.11,03-12-2022,Forum Istanbul
I737161,C144894,Food & Beverage,4,7488.13,24-04-2022,Mall of Istanbul
I225327,C190794,Cosmetics,2,4644.15,19-08-2022,Cevahir AVM
I159355,C142508,Food & Beverage,4,1372.78,28-11-2021,Metropol AVM
I280408,C135555,Clothing,1,1573.5,14-06-2021,Viaport Outlet
I323785,C501563,Toys,2,6838.2,08-01-2021,Kanyon
I257286,C152590,Cosmetics,1,5189.74,12-05-2021,Mall of Istanbul
I331405,C772839,Clothing,3,5160.0,02-11-2022,Kanyon
I306957,C623421,Clothing,2,8609.8,17-09-2022,Cevahir AVM
I147079,C222949,Clothing,4,8513.83,01-05-2022,Metropol AVM
I829259,C133451,Cosmetics,4,6430.94,17-11-2022,Viaport Outlet
I296251,C195342,Cosmetics,2,3317.2,17-06-2022,Metrocity
I808238,C336400,Shoes,2,7212.7,14-07-2022,Mall of Istanbul
I891465,C175833,Clothing,1,8082.23,21-07-2022,Metrocity
I563052,C246602,Cosmetics,4,9087.98,28-07-2021,Metrocity
I130443,C329003,Shoes,1,8510.2,08-06-2021,Istinye Park
I241690,C270340,Souvenir,2,9510.6,14-06-2022,Kanyon
I643231,C330141,Toys,4,4340.36,03-02-2021,Kanyon
I295337,C121707,Shoes,4,942.86,05-08-2022,Mall of Istanbul
I265980,C112452,Books,1,1585.07,01-04-2022,Forum Istanbul
I293153,C269710,Food & Beverage,2,3614.29,10-11-2022,Metropol AVM
I193148,C297610,Clothing,4,8488.86,11-02-2023,Cevahir AVM
I318625,C319935,Technology,5,422.15,26-02-2023,Zorlu Center
I142245,C785507,Cosmetics,3,1476.93,01-12-2022,Zorlu Center
I205906,C217834,Clothing,4,9020.6,04-02-2021,Kanyon
I277462,C709370,Clothing,2,4413.73,22-09-2021,Metrocity
I753100,C216369,Food & Beverage,1,2071.05,05-03-2021,Emaar Square Mall
I610847,C322689,Clothing,4,8508.24,06-02-2023,Metrocity
I295181,C146203,Food & Beverage,2,6402.28,17-11-2022,Metrocity
I198308,C611809,Food & Beverage,5,9885.85,11-10-2021,Metrocity
I180570,C210236,Shoes,5,5969.2,06-03-2021,Metrocity
I260475,C297118,Clothing,5,1776.24,17-03-2022,Mall of Istanbul
I251024,C180586,Food & Beverage,2,8327.53,09-02-2021,Mall of Istanbul
I302151,C314705,Technology,4,4053.87,15-03-2021,Kanyon
I145917,C272419,Cosmetics,5,50.76,01-02-2023,Forum Istanbul
I254721,C282520,Clothing,5,5480.25,27-09-2021,Kanyon
I103120,C319624,Shoes,4,3531.63,20-02-2022,Mall of Istanbul
I173288,C264687,Food & Beverage,5,8896.0,25-01-2023,Metrocity
I279088,C140543,Technology,3,8161.61,30-07-2021,Metrocity
I190414,C339391,Food & Beverage,3,6073.92,18-04-2021,Forum Istanbul
I613381,C285587,Clothing,1,2719.49,08-02-2021,Mall of Istanbul
I107697,C137134,Toys,1,9055.93,18-08-2022,Istinye Park
I193600,C103896,Clothing,4,3554.85,10-09-2021,Istinye Park
I165090,C315479,Clothing,3,582.35,27-07-2021,Forum Istanbul
I260728,C181912,Toys,5,6579.89,03-04-2021,Kanyon
I164219,C335107,Toys,4,6865.96,03-06-2021,Cevahir AVM
I318282,C121510,Souvenir,2,4150.85,12-01-2021,Metrocity
I212598,C477489,Food & Beverage,3,6589.32,07-01-2021,Forum Istanbul
I212833,C331382,Cosmetics,2,9760.7,29-04-2021,Metrocity
I326146,C554087,Clothing,2,3490.72,01-07-2021,Metropol AVM
I169684,C226252,Food & Beverage,1,3214.84,28-07-2021,Zorlu Center
I462436,C227695,Cosmetics,3,9751.68,09-09-2021,Cevahir AVM
I940151,C246136,Food & Beverage,3,7134.39,20-09-2021,Mall of Istanbul
I210603,C170928,Cosmetics,4,1244.11,16-07-2021,Istinye Park
I174942,C200317,Clothing,3,8681.2,23-01-2023,Kanyon
I163206,C192979,Food & Beverage,3,5662.5,26-06-2021,Mall of Istanbul
I266121,C198568,Clothing,4,230.62,05-01-2022,Kanyon
I454912,C251518,Toys,2,5521.99,04-12-2022,Metropol AVM
I831916,C215210,Clothing,5,8817.14,24-09-2021,Mall of Istanbul
I180372,C271571,Souvenir,5,2678.27,13-09-2022,Forum Istanbul
I466698,C303444,Shoes,3,2282.19,24-02-2023,Kanyon
I119678,C506925,Technology,4,4903.81,04-03-2021,Emaar Square Mall
I296369,C294604,Food & Beverage,1,2338.01,24-02-2021,Kanyon
I133116,C190939,Clothing,5,9188.76,02-12-2021,Kanyon
I165625,C129849,Shoes,4,8601.37,30-10-2022,Mall of Istanbul
I333045,C235178,Clothing,1,1061.28,09-12-2022,Kanyon
I131869,C267843,Food & Beverage,1,9283.87,29-01-2023,Kanyon
I168101,C186861,Souvenir,3,6846.86,26-04-2022,Forum Istanbul
I713258,C219983,Clothing,3,6147.06,03-01-2021,Kanyon
I144171,C250033,Clothing,1,183.96,20-04-2022,Kanyon
I191531,C506663,Shoes,3,4915.46,20-12-2022,Metrocity
I165583,C235482,Clothing,1,8965.95,08-02-2023,Metrocity
I210803,C781893,Clothing,4,4243.81,17-09-2022,Metrocity
I209258,C328444,Cosmetics,5,9493.1,07-07-2022,Metrocity
I169548,C307592,Clothing,5,3838.99,15-09-2022,Mall of Istanbul
I140693,C541983,Clothing,2,2077.01,27-11-2022,Cevahir AVM
I172509,C283381,Shoes,3,3609.61,26-12-2022,Mall of Istanbul
I301205,C301099,Food & Beverage,4,3213.45,16-09-2022,Kanyon
I338366,C246641,Shoes,5,6005.3,01-03-2021,Viaport Outlet
I108742,C312617,Clothing,5,6132.83,28-04-2021,Mall of Istanbul
I261374,C204164,Toys,2,879.18,23-04-2021,Istinye Park
I860717,C259798,Clothing,2,6752.83,10-10-2021,Forum Istanbul
I295440,C215336,Food & Beverage,2,1971.86,10-04-2022,Mall of Istanbul
I273820,C339648,Food & Beverage,4,1567.16,02-12-2022,Cevahir AVM
I279919,C290275,Clothing,2,9229.5,27-08-2022,Istinye Park
I190006,C230120,Cosmetics,1,7620.09,13-09-2021,Metrocity
I156252,C478733,Toys,4,645.49,15-09-2022,Viaport Outlet
I183583,C201255,Cosmetics,1,535.0,11-06-2022,Forum Istanbul
I258930,C289918,Shoes,4,7765.3,13-07-2021,Istinye Park
I651105,C937123,Food & Beverage,1,1164.45,14-12-2021,Mall of Istanbul
I135098,C322924,Clothing,5,543.66,09-09-2022,Kanyon
I187453,C690345,Shoes,3,9092.7,29-01-2023,Metrocity
I176625,C247049,Clothing,4,3285.14,05-07-2022,Metropol AVM
I289516,C280253,Clothing,5,1337.82,04-11-2021,Zorlu Center
I188382,C169477,Clothing,1,1991.77,14-03-2021,Emaar Square Mall
I749173,C131819,Shoes,4,4537.61,23-07-2022,Mall of Istanbul
I752413,C442324,Clothing,3,2499.29,13-10-2021,Mall of Istanbul
I254886,C114347,Technology,2,8695.06,31-08-2021,Mall of Istanbul
I323478,C216456,Food & Beverage,2,2456.07,24-11-2022,Metrocity
I178637,C152833,Clothing,1,5107.73,04-05-2021,Emaar Square Mall
I840591,C171160,Clothing,2,5104.61,20-06-2021,Cevahir AVM
I251184,C259884,Cosmetics,5,5092.91,03-12-2021,Metrocity
I929854,C114606,Shoes,1,1207.51,04-01-2023,Metropol AVM
I274883,C216025,Food & Beverage,1,8100.09,01-03-2022,Viaport Outlet
I338411,C884264,Books,5,8744.0,17-01-2023,Mall of Istanbul
I301433,C697667,Clothing,5,4436.09,01-07-2021,Istinye Park
I218234,C136585,Toys,3,2915.83,28-02-2023,Forum Istanbul
I716822,C146582,Food & Beverage,5,8576.75,05-06-2021,Mall of Istanbul
I174219,C129039,Clothing,4,6711.9,13-12-2021,Kanyon
I278299,C183846,Food & Beverage,3,403.65,14-03-2022,Metropol AVM
I267714,C297404,Clothing,4,8317.69,20-03-2021,Kanyon
I670822,C127819,Food & Beverage,2,8313.97,05-09-2022,Kanyon
I339508,C127718,Clothing,3,7202.82,27-12-2022,Emaar Square Mall
I268823,C230543,Clothing,1,4983.38,08-02-2023,Istinye Park
I217906,C302358,Clothing,3,9418.15,27-06-2021,Kanyon
I846907,C105060,Clothing,5,8021.71,16-10-2022,Istinye Park
I176751,C182606,Shoes,5,6620.33,26-09-2021,Kanyon
I325587,C295864,Food & Beverage,1,2259.97,28-07-2021,Viaport Outlet
I112845,C323307,Cosmetics,5,5346.7,13-10-2021,Metrocity
I158003,C104350,Clothing,2,9988.24,20-02-2021,Metrocity
I276368,C282281,Toys,4,7792.13,25-05-2021,Kanyon
I206246,C506887,Food & Beverage,5,7186.33,04-12-2021,Kanyon
I195587,C528686,Food & Beverage,2,1321.93,18-02-2021,Kanyon
I213354,C157218,Technology,5,4083.45,03-03-2021,Kanyon
I583185,C172691,Cosmetics,5,449.2,25-08-2021,Metropol AVM
I236100,C330221,Food & Beverage,3,1092.21,18-09-2021,Mall of Istanbul
I298339,C336104,Food & Beverage,1,6950.34,12-06-2021,Mall of Istanbul
I280823,C807852,Technology,3,120.94,12-08-2022,Istinye Park
I863565,C128312,Cosmetics,5,2253.25,28-03-2021,Viaport Outlet
I243784,C150950,Toys,5,193.45,14-03-2021,Kanyon
